b,DRXFCSD,DRXFCLD
72125213,"b'SPINACH, CANNED, COOKED, NO ADDED FAT'","b'Spinach, canned, cooked, no added fat'"
72125217,"b'SPINACH, FRESH, COOKED WITH OIL'","b'Spinach, fresh, cooked with oil'"
72125218,"b'SPINACH, FRESH, COOKED WITH BUTTER OR MARGARINE'","b'Spinach, fresh, cooked with butter or margarine'"
72125220,"b'SPINACH, NS AS TO FORM, COOKED'","b'Spinach, NS as to form, cooked'"
72125221,"b'SPINACH, FRESH, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Spinach, fresh, cooked, fat added, NS as to fat type'"
72125222,"b'SPINACH, FROZEN, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Spinach, frozen, cooked, fat added, NS as to fat type'"
72125223,"b'SPINACH, CANNED, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Spinach, canned, cooked, fat added, NS as to fat type'"
72125224,"b'SPINACH, FROZEN, COOKED WITH OIL'","b'Spinach, frozen, cooked with oil'"
72125225,"b'SPINACH, FROZEN, COOKED WITH BUTTER OR MARGARINE'","b'Spinach, frozen, cooked with butter or margarine'"
72125227,"b'SPINACH, CANNED, COOKED WITH OIL'","b'Spinach, canned, cooked with oil'"
72125228,"b'SPINACH, CANNED, COOKED WITH BUTTER OR MARGARINE'","b'Spinach, canned, cooked with butter or margarine'"
72125230,"b'SPINACH, CREAMED'","b'Spinach, creamed'"
72125240,b'SPINACH SOUFFLE',b'Spinach souffle'
72125260,b'SPINACH AND CHEESE CASSEROLE',b'Spinach and cheese casserole'
72125310,b'PALAK PANEER',b'Palak Paneer'
72125500,b'CHANNA SAAG',b'Channa Saag'
72126001,"b'TARO LEAVES, COOKED'","b'Taro leaves, cooked'"
72128211,"b'TURNIP GREENS, FRESH, COOKED, NO ADDED FAT'","b'Turnip greens, fresh, cooked, no added fat'"
72128212,"b'TURNIP GREENS, FROZEN, COOKED, NO ADDED FAT'","b'Turnip greens, frozen, cooked, no added fat'"
72128220,"b'TURRNIP GREENS, NS AS TO FORM, COOKED'","b'Turrnip greens, NS as to form, cooked'"
72128221,"b'TURNIP GREENS, FRESH, COOKED, FAT ADDED'","b'Turnip greens, fresh, cooked, fat added'"
72128222,"b'TURNIP GREENS, FROZEN, COOKED, FAT ADDED'","b'Turnip greens, frozen, cooked, fat added'"
72130100,"b'WATERCRESS, RAW'","b'Watercress, raw'"
72130201,"b'WATERCRESS, COOKED'","b'Watercress, cooked'"
72132201,"b'BITTER MELON, HORSERADISH, JUTE, OR RADISH LEAVES, COOKED'","b'Bitter melon, horseradish, jute, or radish leaves, cooked'"
72133201,"b'SWEET POTATO, SQUASH, PUMPKIN, CHRYSANTHEMUM, OR BEAN LEAVES'","b'Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked'"
72201100,"b'BROCCOLI, RAW'","b'Broccoli, raw'"
72201190,"b'BROCCOLI, COOKED, FROM RESTAURANT'","b'Broccoli, cooked, from restaurant'"
72201211,"b'BROCCOLI, FRESH, COOKED, NO ADDED FAT'","b'Broccoli, fresh, cooked, no added fat'"
72201212,"b'BROCCOLI, FROZEN, COOKED, NO ADDED FAT'","b'Broccoli, frozen, cooked, no added fat'"
72201220,"b'BROCCOLI, NS AS TO FORM, COOKED'","b'Broccoli, NS as to form, cooked'"
72201221,"b'BROCCOLI, FRESH, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Broccoli, fresh, cooked, fat added, NS as to fat type'"
72201222,"b'BROCCOLI, FROZEN, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Broccoli, frozen, cooked, fat added, NS as to fat type'"
72201223,"b'BROCCOLI, FRESH, COOKED WITH OIL'","b'Broccoli, fresh, cooked with oil'"
72201224,"b'BROCCOLI, FRESH, COOKED WITH BUTTER OR MARGARINE'","b'Broccoli, fresh, cooked with butter or margarine'"
72201226,"b'BROCCOLI, FROZEN, COOKED WITH OIL'","b'Broccoli, frozen, cooked with oil'"
72201227,"b'BROCCOLI, FROZEN, COOKED WITH BUTTER OR MARGARINE'","b'Broccoli, frozen, cooked with butter or margarine'"
72202010,b'BROCCOLI CASSEROLE WITH NOODLES',b'Broccoli casserole with noodles'
72202020,b'BROCCOLI CASSEROLE WITH RICE',b'Broccoli casserole with rice'
72202030,b'FRIED BROCCOLI',b'Fried broccoli'
72203000,"b'BROCCOLI, CHINESE, RAW'","b'Broccoli, chinese, raw'"
72203070,"b'BROCCOLI, CHINESE, COOKED'","b'Broccoli, Chinese, cooked'"
72302100,"b'SOUP, BROCCOLI CHEESE'","b'Soup, broccoli cheese'"
73101010,"b'CARROTS, RAW'","b'Carrots, raw'"
73101110,"b'CARROTS, RAW, SALAD'","b'Carrots, raw, salad'"
73101210,"b'CARROTS, RAW, SALAD WITH APPLES'","b'Carrots, raw, salad with apples'"
73102190,"b'CARROTS, COOKED, FROM RESTAURANT'","b'Carrots, cooked, from restaurant'"
73102211,"b'CARROTS, FRESH, COOKED, NO ADDED FAT'","b'Carrots, fresh, cooked, no added fat'"
73102212,"b'CARROTS, FROZEN, COOKED, NO ADDED FAT'","b'Carrots, frozen, cooked, no added fat'"
73102213,"b'CARROTS, CANNED, COOKED, NO ADDED FAT'","b'Carrots, canned, cooked, no added fat'"
73102217,"b'CARROTS, FRESH, COOKED WITH OIL'","b'Carrots, fresh, cooked with oil'"
73102218,"b'CARROTS, FRESH, COOKED WITH BUTTER OR MARGARINE'","b'Carrots, fresh, cooked with butter or margarine'"
73102220,"b'CARROTS, NS AS TO FORM, COOKED'","b'Carrots, NS as to form, cooked'"
73102221,"b'CARROTS, FRESH, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Carrots, fresh, cooked, fat added, NS as to fat type'"
73102222,"b'CARROTS, FROZEN, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Carrots, frozen, cooked, fat added, NS as to fat type'"
73102223,"b'CARROTS, CANNED, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Carrots, canned, cooked, fat added, NS as to fat type'"
73102224,"b'CARROTS, FROZEN, COOKED WITH OIL'","b'Carrots, frozen, cooked with oil'"
73102225,"b'CARROTS, FROZEN, COOKED WITH BUTTER OR MARGARINE'","b'Carrots, frozen, cooked with butter or margarine'"
73102227,"b'CARROTS, CANNED, COOKED WITH OIL'","b'Carrots, canned, cooked with oil'"
73102228,"b'CARROTS, CANNED, COOKED WITH BUTTER OR MARGARINE'","b'Carrots, canned, cooked with butter or margarine'"
73102241,"b'CARROTS, GLAZED, COOKED'","b'Carrots, glazed, cooked'"
73103010,"b'CARROTS, CANNED, REDUCED SODIUM, COOKED, NO ADDED FAT'","b'Carrots, canned, reduced sodium, cooked, no added fat'"
73103020,"b'CARROTS, CANNED, REDUCED SODIUM, COOKED, FAT ADDED, NS AS TO'","b'Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type'"
73103021,"b'CARROTS, CANNED, REDUCED SODIUM, COOKED WITH OIL'","b'Carrots, canned, reduced sodium, cooked with oil'"
73103022,"b'CARROTS, CANNED, REDUCED SODIUM, COOKED WITH BUTTER OR MARGA'","b'Carrots, canned, reduced sodium, cooked with butter or margarine'"
73105000,b'BEET JUICE',b'Beet juice'
73105010,"b'CARROT JUICE, 100%'","b'Carrot juice, 100%'"
73111211,"b'PEAS AND CARROTS, FRESH, COOKED, NO ADDED FAT'","b'Peas and carrots, fresh, cooked, no added fat'"
73111212,"b'PEAS AND CARROTS, FROZEN, COOKED, NO ADDED FAT'","b'Peas and carrots, frozen, cooked, no added fat'"
73111213,"b'PEAS AND CARROTS, CANNED, COOKED, NO ADDED FAT'","b'Peas and carrots, canned, cooked, no added fat'"
73111220,"b'PEAS AND CARROTS, COOKED, NS AS TO FORM'","b'Peas and carrots, cooked, NS as to form'"
73111221,"b'PEAS AND CARROTS, FRESH, COOKED, FAT ADDED'","b'Peas and carrots, fresh, cooked, fat added'"
73111222,"b'PEAS AND CARROTS, FROZEN, COOKED, FAT ADDED'","b'Peas and carrots, frozen, cooked, fat added'"
73111223,"b'PEAS AND CARROTS, CANNED, COOKED, FAT ADDED'","b'Peas and carrots, canned, cooked, fat added'"
73201013,"b'PUMPKIN, CANNED, COOKED'","b'Pumpkin, canned, cooked'"
73201020,"b'PUMPKIN, COOKED'","b'Pumpkin, cooked'"
73302010,"b'WINTER SQUASH, RAW'","b'Winter squash, raw'"
73303010,"b'WINTER SQUASH, COOKED, NO ADDED FAT'","b'Winter squash, cooked, no added fat'"
73303020,"b'WINTER SQUASH, COOKED, FAT ADDED'","b'Winter squash, cooked, fat added'"
73305020,"b'SQUASH, WINTER, SOUFFLE'","b'Squash, winter, souffle'"
73401000,"b'SWEET POTATO, NFS'","b'Sweet potato, NFS'"
73403000,"b'SWEET POTATO, BAKED, NS AS TO FAT'","b'Sweet potato, baked, NS as to fat'"
73403010,"b'SWEET POTATO, BAKED, NO ADDED FAT'","b'Sweet potato, baked, no added fat'"
73403020,"b'SWEET POTATO, BAKED, FAT ADDED'","b'Sweet potato, baked, fat added'"
73405000,"b'SWEET POTATO, BOILED, NS AS TO FAT'","b'Sweet potato, boiled, NS as to fat'"
73405010,"b'SWEET POTATO, BOILED, NO ADDED FAT'","b'Sweet potato, boiled, no added fat'"
73405020,"b'SWEET POTATO, BOILED, FAT ADDED'","b'Sweet potato, boiled, fat added'"
73406000,"b'SWEET POTATO, CANDIED'","b'Sweet potato, candied'"
73407000,"b'SWEET POTATO, CANNED, NS AS TO FAT'","b'Sweet potato, canned, NS as to fat'"
73407050,"b'SWEET POTATO, CANNED, NO ADDED FAT'","b'Sweet potato, canned, no added fat'"
73407060,"b'SWEET POTATO, CANNED, FAT ADDED'","b'Sweet potato, canned, fat added'"
73409000,"b'SWEET POTATO, CASSEROLE OR MASHED'","b'Sweet potato, casserole or mashed'"
73410200,"b'SWEET POTATO FRIES, NFS'","b'Sweet potato fries, NFS'"
73410210,b'SWEET POTATO CHIPS',b'Sweet potato chips'
73410320,"b'SWEET POTATO FRIES, FROZEN'","b'Sweet potato fries, frozen'"
73410340,"b'SWEET POTATO FRIES, FROM FRESH'","b'Sweet potato fries, from fresh'"
73410400,"b'SWEET POTATO FRIES, FAST FOOD / RESTAURANT'","b'Sweet potato fries, fast food / restaurant'"
73410500,"b'SWEET POTATO FRIES, SCHOOL'","b'Sweet potato fries, school'"
73420020,b'SWEET POTATO TOTS',b'Sweet potato tots'
73420100,"b'SWEET POTATO TOTS, FAST FOOD / RESTAURANT'","b'Sweet potato tots, fast food / restaurant'"
73420200,"b'SWEET POTATO TOTS, SCHOOL'","b'Sweet potato tots, school'"
73502000,"b'SOUP, PUMPKIN'","b'Soup, pumpkin'"
74101000,"b'TOMATOES, RAW'","b'Tomatoes, raw'"
74201000,"b'TOMATOES, NS AS TO FORM, COOKED'","b'Tomatoes, NS as to form, cooked'"
74201001,"b'TOMATOES, FRESH, COOKED'","b'Tomatoes, fresh, cooked'"
74201003,"b'TOMATOES, CANNED, COOKED'","b'Tomatoes, canned, cooked'"
74203010,"b'TOMATOES, SCALLOPED'","b'Tomatoes, scalloped'"
74204500,"b'TOMATOES, CANNED, REDUCED SODIUM, COOKED'","b'Tomatoes, canned, reduced sodium, cooked'"
74205010,b'FRIED GREEN TOMATOES',b'Fried green tomatoes'
74205020,"b'TOMATO, GREEN, PICKLED'","b'Tomato, green, pickled'"
74206000,b'SUN-DRIED TOMATOES',b'Sun-dried tomatoes'
74301100,"b'TOMATO JUICE, 100%'","b'Tomato juice, 100%'"
74301150,"b'TOMATO JUICE, 100%, LOW SODIUM'","b'Tomato juice, 100%, low sodium'"
74302000,b'TOMATO JUICE COCKTAIL',b'Tomato juice cocktail'
74303000,"b'TOMATO AND VEGETABLE JUICE, 100%'","b'Tomato and vegetable juice, 100%'"
74303100,"b'TOMATO AND VEGETABLE JUICE, 100%, LOW SODIUM'","b'Tomato and vegetable juice, 100%, low sodium'"
74401010,b'KETCHUP',b'Ketchup'
74401110,"b'KETCHUP, REDUCED SODIUM'","b'Ketchup, reduced sodium'"
74402010,b'TOMATO CHILI SAUCE',b'Tomato chili sauce'
74402100,"b'SALSA, NFS'","b'Salsa, NFS'"
74402110,"b'SALSA, PICO DE GALLO'","b'Salsa, pico de gallo'"
74402150,"b'SALSA, RED'","b'Salsa, red'"
74402200,"b'SALSA, RED, HOMEMADE'","b'Salsa, red, homemade'"
74402210,b'TACO SAUCE',b'Taco sauce'
74402250,"b'ENCHILADA SAUCE, RED'","b'Enchilada sauce, red'"
74402260,"b'ENCHILADA SAUCE, GREEN'","b'Enchilada sauce, green'"
74402350,"b'SALSA VERDE OR SALSA, GREEN'","b'Salsa verde or salsa, green'"
74403000,b'HOT THAI SAUCE',b'Hot Thai sauce'
74404010,b'SPAGHETTI SAUCE',b'Spaghetti sauce'
74404020,b'SPAGHETTI SAUCE WITH ADDED VEGETABLES',b'Spaghetti sauce with added vegetables'
74404050,"b'SPAGHETTI SAUCE, REDUCED SODIUM'","b'Spaghetti sauce, reduced sodium'"
74404060,"b'SPAGHETTI SAUCE, FAT FREE'","b'Spaghetti sauce, fat free'"
74404090,b'VODKA SAUCE WITH TOMATOES AND CREAM',b'Vodka sauce with tomatoes and cream'
74406010,b'BARBECUE SAUCE',b'Barbecue sauce'
74406060,b'BUFFALO SAUCE',b'Buffalo sauce'
74406100,b'STEAK SAUCE',b'Steak sauce'
74406500,b'COCKTAIL SAUCE',b'Cocktail sauce'
74410110,b'PUERTO RICAN SEASONING WITH HAM',b'Puerto Rican seasoning with ham'
74420110,b'PUERTO RICAN SEASONING WITHOUT HAM AND TOMATO SAUCE',b'Puerto Rican seasoning without ham and tomato sauce'
74506000,"b'TOMATO AND CUCUMBER SALAD MADE WITH TOMATO, CUCUMBER, OIL, A'","b'Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar'"
74601000,"b'SOUP, TOMATO'","b'Soup, tomato'"
74601010,"b'SOUP, CREAM OF TOMATO'","b'Soup, cream of tomato'"
74602010,"b'SOUP, TOMATO, CANNED'","b'Soup, tomato, canned'"
74602200,"b'SOUP, TOMATO, CANNED / CARTON, REDUCED SODIUM'","b'Soup, tomato, canned / carton, reduced sodium'"
74701000,b'TOMATO SANDWICH ON WHITE',b'Tomato sandwich on white'
74701010,b'TOMATO SANDWICH ON WHEAT',b'Tomato sandwich on wheat'
75100250,"b'RAW VEGETABLE, NFS'","b'Raw vegetable, NFS'"
75100300,"b'SPROUTS, NFS'","b'Sprouts, NFS'"
75100500,"b'ALFALFA SPROUTS, RAW'","b'Alfalfa sprouts, raw'"
75100750,b'ARTICHOKE',b'Artichoke'
75100800,"b'ASPARAGUS, RAW'","b'Asparagus, raw'"
75101000,"b'BEAN SPROUTS, RAW'","b'Bean sprouts, raw'"
75101800,"b'GREEN BEANS, RAW'","b'Green beans, raw'"
75102500,"b'BEETS, RAW'","b'Beets, raw'"
75102600,"b'BROCCOFLOWER, RAW'","b'Broccoflower, raw'"
75102750,"b'BRUSSELS SPROUTS, RAW'","b'Brussels sprouts, raw'"
75103000,"b'CABBAGE, GREEN, RAW'","b'Cabbage, green, raw'"
75104000,"b'CABBAGE, CHINESE, RAW'","b'Cabbage, Chinese, raw'"
75105000,"b'CABBAGE, RED, RAW'","b'Cabbage, red, raw'"
75105500,"b'CACTUS, RAW'","b'Cactus, raw'"
75107000,"b'CAULIFLOWER, RAW'","b'Cauliflower, raw'"
75109000,"b'CELERY, RAW'","b'Celery, raw'"
75109010,"b'FENNEL BULB, RAW'","b'Fennel bulb, raw'"
75109400,"b'BASIL, RAW'","b'Basil, raw'"
75109500,"b'CHIVES, RAW'","b'Chives, raw'"
75109550,"b'CILANTRO, RAW'","b'Cilantro, raw'"
75109600,"b'CORN, RAW'","b'Corn, raw'"
75111000,"b'CUCUMBER, RAW'","b'Cucumber, raw'"
75111200,"b'EGGPLANT, RAW'","b'Eggplant, raw'"
75111500,"b'GARLIC, RAW'","b'Garlic, raw'"
75111800,"b'JICAMA, RAW'","b'Jicama, raw'"
75112000,"b'KOHLRABI, RAW'","b'Kohlrabi, raw'"
75113000,"b'LETTUCE, RAW'","b'Lettuce, raw'"
75113060,"b'LETTUCE, BOSTON, RAW'","b'Lettuce, Boston, raw'"
75113080,"b'LETTUCE, ARUGULA, RAW'","b'Lettuce, arugula, raw'"
75114000,"b'MIXED SALAD GREENS, RAW'","b'Mixed salad greens, raw'"
75115000,"b'MUSHROOMS, RAW'","b'Mushrooms, raw'"
75117010,"b'ONIONS, GREEN, RAW'","b'Onions, green, raw'"
75117020,"b'ONIONS, RAW'","b'Onions, raw'"
75119000,"b'PARSLEY, RAW'","b'Parsley, raw'"
75120000,"b'GREEN PEAS, RAW'","b'Green peas, raw'"
75121000,"b'PEPPERS, HOT, RAW'","b'Peppers, hot, raw'"
75122000,"b'PEPPERS, RAW, NFS'","b'Peppers, raw, NFS'"
75122100,"b'PEPPERS, SWEET, GREEN, RAW'","b'Peppers, sweet, green, raw'"
75122200,"b'PEPPERS, SWEET, RED, RAW'","b'Peppers, sweet, red, raw'"
75124000,"b'PEPPERS, BANANA, RAW'","b'Peppers, banana, raw'"
75125000,b'RADISH',b'Radish'
75127000,"b'RUTABAGA, RAW'","b'Rutabaga, raw'"
75127500,"b'SEAWEED, RAW'","b'Seaweed, raw'"
75127750,"b'SNOWPEAS, RAW'","b'Snowpeas, raw'"
75128000,"b'SUMMER SQUASH, YELLOW, RAW'","b'Summer squash, yellow, raw'"
75128010,"b'SUMMER SQUASH, GREEN, RAW'","b'Summer squash, green, raw'"
75129000,"b'TURNIP, RAW'","b'Turnip, raw'"
75132000,b'MIXED VEGETABLE JUICE',b'Mixed vegetable juice'
75132100,b'CELERY JUICE',b'Celery juice'
75140500,"b'BROCCOLI SALAD WITH CAULIFLOWER, CHEESE, BACON BITS, AND DRE'","b'Broccoli salad with cauliflower, cheese, bacon bits, and dressing'"
75140510,b'BROCCOLI SLAW SALAD',b'Broccoli slaw salad'
75140990,"b'COLESLAW, FAST FOOD / RESTAURANT'","b'Coleslaw, fast food / restaurant'"
75141000,b'COLESLAW',b'Coleslaw'
75141040,"b'CABBAGE SALAD, NFS'","b'Cabbage salad, NFS'"
75141100,"b'COLESLAW, WITH FRUIT'","b'Coleslaw, with fruit'"
75142000,b'CUCUMBER AND VEGETABLE NAMASU',b'Cucumber and vegetable namasu'
75142500,"b'CUCUMBER SALAD, MADE WITH SOUR CREAM DRESSING'","b'Cucumber salad, made with sour cream dressing'"
75142550,"b'CUCUMBER SALAD, MADE WITH ITALIAN DRESSING'","b'Cucumber salad, made with Italian dressing'"
75142600,b'CUCUMBER SALAD MADE WITH CUCUMBER AND VINEGAR',b'Cucumber salad made with cucumber and vinegar'
75143000,"b'LETTUCE, SALAD WITH ASSORTED VEGETABLES INCLUDING TOMATOES A'","b'Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing'"
75143050,"b'LETTUCE, SALAD WITH ASSORTED VEGETABLES EXCLUDING TOMATOES A'","b'Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing'"
75143100,"b'LETTUCE, SALAD WITH AVOCADO, TOMATO, AND/OR CARROTS, WITH OR'","b'Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing'"
75143200,"b'LETTUCE, SALAD WITH CHEESE, TOMATO AND/OR CARROTS, WITH OR W'","b'Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing'"
75143300,"b'LETTUCE, SALAD WITH EGG, TOMATO, AND/OR CARROTS, WITH OR WIT'","b'Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing'"
75143350,"b'LETTUCE, SALAD WITH EGG, CHEESE, TOMATO, AND/OR CARROTS, WIT'","b'Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing'"
75144100,"b'LETTUCE, WILTED, WITH BACON DRESSING'","b'Lettuce, wilted, with bacon dressing'"
75145000,"b'SEVEN-LAYER SALAD, LETTUCE SALAD MADE WITH A COMBINATION OF'","b'Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon'"
75146000,"b'GREEK SALAD, NO DRESSING'","b'Greek Salad, no dressing'"
75147000,"b'SPINACH SALAD, NO DRESSING'","b'Spinach salad, no dressing'"
75148010,"b'COBB SALAD, NO DRESSING'","b'Cobb salad, no dressing'"
75200700,b'ALOE VERA JUICE DRINK',b'Aloe vera juice drink'
75202011,"b'ASPARAGUS, FRESH, COOKED, NO ADDED FAT'","b'Asparagus, fresh, cooked, no added fat'"
75202012,"b'ASPARAGUS, FROZEN, COOKED, NO ADDED FAT'","b'Asparagus, frozen, cooked, no added fat'"
75202013,"b'ASPARAGUS, CANNED, COOKED, NO ADDED FAT'","b'Asparagus, canned, cooked, no added fat'"
75202020,"b'ASPARAGUS, NS AS TO FORM, COOKED'","b'Asparagus, NS as to form, cooked'"
75202021,"b'ASPARAGUS, FRESH, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Asparagus, fresh, cooked, fat added, NS as to fat type'"
75202022,"b'ASPARAGUS, FROZEN, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Asparagus, frozen, cooked, fat added, NS as to fat type'"
75202023,"b'ASPARAGUS, CANNED, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Asparagus, canned, cooked, fat added, NS as to fat type'"
75202027,"b'ASPARAGUS, FRESH, COOKED WITH OIL'","b'Asparagus, fresh, cooked with oil'"
75202028,"b'ASPARAGUS, FRESH, COOKED WITH BUTTER OR MARGARINE'","b'Asparagus, fresh, cooked with butter or margarine'"
75202031,"b'ASPARAGUS, FROZEN, COOKED WITH OIL'","b'Asparagus, frozen, cooked with oil'"
75202032,"b'ASPARAGUS, FROZEN, COOKED WITH BUTTER OR MARGARINE'","b'Asparagus, frozen, cooked with butter or margarine'"
75202034,"b'ASPARAGUS, CANNED, COOKED WITH OIL'","b'Asparagus, canned, cooked with oil'"
75202035,"b'ASPARAGUS, CANNED, COOKED WITH BUTTER OR MARGARINE'","b'Asparagus, canned, cooked with butter or margarine'"
75203028,"b'BAMBOO SHOOTS, COOKED'","b'Bamboo shoots, cooked'"
75204012,"b'LIMA BEANS, FROM FROZEN, NO ADDED FAT'","b'Lima beans, from frozen, no added fat'"
75204022,"b'LIMA BEANS, FROM FROZEN, FAT ADDED'","b'Lima beans, from frozen, fat added'"
75204023,"b'LIMA BEANS, FROM CANNED'","b'Lima beans, from canned'"
75205005,"b'GREEN BEANS, COOKED, FROM RESTAURANT'","b'Green beans, cooked, from restaurant'"
75205021,"b'GREEN BEANS, FRESH, COOKED, NO ADDED FAT'","b'Green beans, fresh, cooked, no added fat'"
75205022,"b'GREEN BEANS, FROZEN, COOKED, NO ADDED FAT'","b'Green beans, frozen, cooked, no added fat'"
75205023,"b'GREEN BEANS, CANNED, COOKED, NO ADDED FAT'","b'Green beans, canned, cooked, no added fat'"
75205030,"b'GREEN BEANS, NS AS TO FORM, COOKED'","b'Green beans, NS as to form, cooked'"
75205031,"b'GREEN BEANS, FRESH, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Green beans, fresh, cooked, fat added, NS as to fat type'"
75205032,"b'GREEN BEANS, FROZEN, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Green beans, frozen, cooked, fat added, NS as to fat type'"
75205033,"b'GREEN BEANS, CANNED, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Green beans, canned, cooked, fat added, NS as to fat type'"
75205044,"b'GREEN BEANS, FRESH, COOKED WITH OIL'","b'Green beans, fresh, cooked with oil'"
75205045,"b'GREEN BEANS, FRESH, COOKED WITH BUTTER OR MARGARINE'","b'Green beans, fresh, cooked with butter or margarine'"
75205047,"b'GREEN BEANS, FROZEN, COOKED WITH OIL'","b'Green beans, frozen, cooked with oil'"
75205048,"b'GREEN BEANS, FROZEN, COOKED WITH BUTTER OR MARGARINE'","b'Green beans, frozen, cooked with butter or margarine'"
75205050,"b'GREEN BEANS, CANNED, COOKED WITH OIL'","b'Green beans, canned, cooked with oil'"
75205051,"b'GREEN BEANS, CANNED, COOKED WITH BUTTER OR MARGARINE'","b'Green beans, canned, cooked with butter or margarine'"
75205120,"b'GREEN BEANS, CANNED, REDUCED SODIUM, COOKED, NO ADDED FAT'","b'Green beans, canned, reduced sodium, cooked, no added fat'"
75205130,"b'GREEN BEANS, CANNED, REDUCED SODIUM, COOKED, FAT ADDED, NS A'","b'Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type'"
75205131,"b'GREEN BEANS, CANNED, REDUCED SODIUM, COOKED WITH OIL'","b'Green beans, canned, reduced sodium, cooked with oil'"
75205132,"b'GREEN BEANS, CANNED, REDUCED SODIUM, COOKED WITH BUTTER OR M'","b'Green beans, canned, reduced sodium, cooked with butter or margarine'"
75205200,b'FRIED GREEN BEANS',b'Fried green beans'
75206020,"b'YELLOW STRING BEANS, COOKED'","b'Yellow string beans, cooked'"
75207021,"b'BEAN SPROUTS, COOKED'","b'Bean sprouts, cooked'"
75208011,"b'BEETS, FRESH, COOKED, NO ADDED FAT'","b'Beets, fresh, cooked, no added fat'"
75208013,"b'BEETS, CANNED, COOKED, NO ADDED FAT'","b'Beets, canned, cooked, no added fat'"
